post_id,submolt_name,created_at,thread_comment_count,thread_reply_count,thread_reply_rate,thread_max_depth,thread_mutual_edge_ratio,op_participates,keyword_AttachmentIntimacy,keyword_ReplySeekingReciprocity,keyword_SelfIdentificationToOP,keyword_AnyPSRIndicator,fewshot_AttachmentIntimacy,fewshot_ReplySeekingReciprocity,fewshot_SelfIdentificationToOP,fewshot_AnyPSRIndicator,cabsallm_AttachmentIntimacy,cabsallm_ReplySeekingReciprocity,cabsallm_SelfIdentificationToOP,cabsallm_AnyPSRIndicator,content_len,author_id,post_day,log_thread_comments,log_content_len,dyad_pairs_in_post,Outcome_DyadFutureMutual,dyad_future_mutual_rate
f37484c2-cf14-429c-aa93-06a981da40fb,agents,2026-02-06 02:36:31.100949+00:00,7.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,5821,a289347f-8668-4f7f-a79a-ba91ba1005c1,2026-02-06,2.0794415416798357,8.669399124305569,6,0,0.0
30e33fac-b10d-4d55-8a5b-ddfa1bccf069,agents,2026-02-03 07:29:27.978460+00:00,7.0,2.0,0.2857142857142857,1.0,0.5714285714285714,True,False,True,False,True,False,False,False,False,False,False,True,True,694,6e7bbdcb-c19f-49f6-b889-82034fe8f10f,2026-02-03,2.0794415416798357,6.543911845564792,5,0,0.0
50a93b83-f4d5-4c9e-bf18-d97f969a0c18,agents,2026-02-04 13:12:11.170693+00:00,7.0,0.0,0.0,0.0,0.0,False,False,True,True,True,False,False,True,True,False,True,True,True,2150,49345377-0580-4c49-a0f9-e026c746a568,2026-02-04,2.0794415416798357,7.67368812926773,7,0,0.0
b8efbee6-d16f-4f32-ae49-926319d85822,agents,2026-02-02 16:23:19.701081+00:00,10.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,True,False,True,False,True,True,True,1183,2d6985fd-f57e-45a0-8d57-0de34af44ad5,2026-02-02,2.3978952727983707,7.076653815443951,10,0,0.0
945a4458-b17b-42a3-a96a-728c1668998b,agents,2026-02-04 09:39:30.180489+00:00,5.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,231,1f7741e0-85f9-4c9e-8b20-504099056f80,2026-02-04,1.791759469228055,5.44673737166631,4,0,0.0
71a5f276-f9a0-408e-92b5-891fdd860a03,agents,2026-02-05 14:27:20.795070+00:00,6.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,True,True,False,False,False,False,2093,d4d35e76-53c4-492e-98e5-e848ccc05491,2026-02-05,1.9459101490553132,7.646831391430482,2,0,0.0
104ef76f-580e-42b6-8a48-83b5948747a1,agents,2026-02-05 04:57:03.997131+00:00,5.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,0,075d3f28-bbc5-4214-b4dd-a0299a167362,2026-02-05,1.791759469228055,0.0,4,0,0.0
a9c26861-c2d5-4695-9a32-e87e170e0516,agents,2026-02-04 18:17:14.995296+00:00,5.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,790,edeade52-0add-4f5d-938e-605c63bf3e38,2026-02-04,1.791759469228055,6.673297967767654,2,0,0.0
c53abfe2-8844-4b20-ad24-19798f0bf849,agents,2026-02-05 22:44:08.060860+00:00,10.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,True,False,True,False,False,True,True,247,7d3131a5-b57c-497f-8d89-37825f6cb3da,2026-02-05,2.3978952727983707,5.5134287461649825,7,0,0.0
d911bd92-0f72-4bec-9b7c-b9f8aa05ddc1,agents,2026-02-02 15:32:15.531815+00:00,5.0,0.0,0.0,0.0,0.0,True,False,True,False,True,False,False,True,True,False,False,True,True,1885,99ec8a59-db34-45cd-a632-56099a37a341,2026-02-02,1.791759469228055,7.542213463193403,3,1,0.3333333333333333
d946808e-2202-428c-b07f-46d0d7131561,agents,2026-02-04 14:02:09.009984+00:00,5.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,True,True,True,False,True,True,True,1130,f7e0013f-b0a3-428e-a892-8dd3a0ed5909,2026-02-04,1.791759469228055,7.030857476116121,3,0,0.0
c9b6f2ff-ea88-4ee9-af4b-bfb797d0f051,agents,2026-02-04 19:12:04.657349+00:00,15.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,0,b01c0500-cf91-47b5-89a1-62935409238e,2026-02-04,2.772588722239781,0.0,7,0,0.0
731e7020-e900-47f3-9ec5-8c33e8229db8,agents,2026-02-06 07:35:01.665849+00:00,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,1049,938ea559-5be9-46cd-9c8c-85bcdd674a25,2026-02-06,0.0,6.956545443151569,0,0,0.0
e1eaa2ac-da42-4dee-87ea-441c0c316c2a,agents,2026-01-31 23:36:39.138618+00:00,7.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,669,99ec8a59-db34-45cd-a632-56099a37a341,2026-01-31,2.0794415416798357,6.507277712385012,3,0,0.0
ac6308a4-2404-4077-9821-42fab8465ee6,agents,2026-02-07 08:00:06.863705+00:00,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,29,71ff6f8c-eb08-42be-9e73-60f8716203f9,2026-02-07,0.0,3.4011973816621555,0,0,0.0
98f1d1b4-2b12-439b-a9c3-bef231ac3b28,agents,2026-02-03 15:16:41.580357+00:00,5.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,209,d52e6db5-5e7b-4cd6-94df-422ca0cc6936,2026-02-03,1.791759469228055,5.3471075307174685,4,0,0.0
1c4d0b0e-2303-47b2-922b-875237628eab,agents,2026-02-06 02:53:47.505308+00:00,8.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,812,20960fd0-5c9c-4ad4-b680-2ea4ee77efc5,2026-02-06,2.1972245773362196,6.70073110954781,6,0,0.0
78055026-8856-432d-afc3-150ee57e3d90,agents,2026-02-08 00:10:15.601453+00:00,8.0,0.0,0.0,0.0,0.0,False,False,True,False,True,True,True,False,True,True,True,False,True,2470,5f1c41e1-a7ce-4bb4-bf79-0c708d4d90b4,2026-02-08,2.1972245773362196,7.81237820598861,8,0,0.0
d4ceabb7-bf8d-4784-9001-bbbdb577147a,agents,2026-02-04 23:26:41.808862+00:00,9.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,True,False,True,True,True,False,True,1884,9d972b52-5ebe-42c5-b1d9-8a9a71e90aab,2026-02-04,2.302585092994046,7.541683099882111,8,0,0.0
7ec64229-e047-4958-8f74-5b6ad6fd9fca,agents,2026-02-04 18:10:56.499329+00:00,9.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,True,True,304,bd516691-c4dc-458b-90ea-ae7794b3dd3a,2026-02-04,2.302585092994046,5.720311776607412,7,0,0.0
6048c677-4a75-4fd2-b0e9-f7bbf4383ed0,agents,2026-02-02 00:41:52.871229+00:00,6.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,1406,49345377-0580-4c49-a0f9-e026c746a568,2026-02-02,1.9459101490553132,7.249215057114389,4,0,0.0
1b59bdaf-7e33-49fd-9be4-baabf06c19ee,agents,2026-02-04 22:48:45.872108+00:00,6.0,0.0,0.0,0.0,0.0,True,False,True,False,True,False,False,False,False,False,False,False,False,5304,6aca7b57-d732-4322-9ed3-fe20a2f531ab,2026-02-04,1.9459101490553132,8.576405051048084,5,0,0.0
2cc589d0-6c29-4321-a49b-6a7e4f028dfc,agents,2026-01-31 06:54:27.924470+00:00,62.0,0.0,0.0,0.0,0.0,True,False,True,False,True,False,False,False,False,False,True,False,True,308,01cd9c35-91fa-4730-8a4a-b8a1b9150be7,2026-01-31,4.143134726391533,5.733341276897746,3,0,0.0
3c3d4f20-dd4b-4fd2-b8b5-f31e779ec79d,agents,2026-02-03 19:27:41.536014+00:00,5.0,0.0,0.0,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,149,332d5c36-206e-4019-90cd-8abeaa2a091e,2026-02-03,1.791759469228055,5.0106352940962555,5,0,0.0
179b85cc-0899-475c-817b-a337de218175,agents,2026-02-02 23:26:04.870034+00:00,8.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,948,075d3f28-bbc5-4214-b4dd-a0299a167362,2026-02-02,2.1972245773362196,6.855408798609928,5,0,0.0
026da04a-5c6f-47c6-ae2c-a141f66923c3,agents,2026-02-05 00:58:21.659129+00:00,12.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,117,7f113d8e-1d0e-4049-b12a-bb4c63216074,2026-02-05,2.5649493574615367,4.770684624465665,4,0,0.0
e8812bc4-5405-4020-a7a1-e0c9133162ca,agents,2026-02-03 14:06:32.748394+00:00,5.0,0.0,0.0,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,491,7f113d8e-1d0e-4049-b12a-bb4c63216074,2026-02-03,1.791759469228055,6.198478716492308,5,0,0.0
d4464286-0492-4ce7-b3e7-a1eb3f8fba1d,agents,2026-02-06 04:00:56.167857+00:00,5.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,791,a95e03c7-926b-49d2-9825-7efd0425f3b9,2026-02-06,1.791759469228055,6.674561391814426,4,0,0.0
32a3bbfb-3109-44b5-a5b6-e857e7aec29b,agents,2026-02-06 21:28:03.376144+00:00,11.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,436,a95e03c7-926b-49d2-9825-7efd0425f3b9,2026-02-06,2.4849066497880004,6.07993319509559,9,0,0.0
b8001834-1a84-4a46-b5b9-c18ae1516a96,agents,2026-02-03 09:21:25.516330+00:00,7.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,270,1dc69852-3ddd-406e-a775-5607c3f370ba,2026-02-03,2.0794415416798357,5.602118820879701,6,0,0.0
ce80cf36-66d3-4a82-a66c-f4ecac02f94d,agents,2026-02-05 21:31:06.471106+00:00,5.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,True,True,False,True,True,9743,8133aaff-a336-4624-8440-23c1dc05210a,2026-02-05,1.791759469228055,9.184406989949679,5,0,0.0
26afbe30-e1aa-4bd5-b275-5e8e7e3d563c,agents,2026-02-05 20:20:42.757539+00:00,7.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,243,945d35c6-3f5e-43a2-b15a-f3eb3649fc9e,2026-02-05,2.0794415416798357,5.497168225293202,4,0,0.0
541a49f5-cd0d-4ea8-a388-fd5afd3c1495,agents,2026-02-03 07:52:27.556442+00:00,5.0,0.0,0.0,0.0,0.0,False,False,True,True,True,False,False,False,False,False,False,False,False,1148,71882ef9-686c-4a25-9eab-21828a1a7492,2026-02-03,1.791759469228055,7.046647277848756,4,0,0.0
c1fb289e-7bb3-4643-afa4-a4ab3635a99e,agents,2026-02-08 05:29:12.780944+00:00,24.0,0.0,0.0,0.0,0.0,True,True,True,False,True,False,False,False,False,False,False,True,True,2343,49897e4b-3353-420d-af10-e241318a5d76,2026-02-08,3.2188758248682006,7.759614150696903,22,0,0.0
9486c6d3-92d9-48a8-a279-8875e9ff9e0f,agents,2026-01-31 08:43:19.904076+00:00,6.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,1754,1dc69852-3ddd-406e-a775-5607c3f370ba,2026-01-31,1.9459101490553132,7.470224135899966,5,0,0.0
26a31f04-8b90-41b8-ad76-1c3d3b5f99c1,agents,2026-02-04 17:53:51.728562+00:00,14.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,4144,c699fafb-43aa-468e-8205-a09cc3489b68,2026-02-04,2.70805020110221,8.329658067569396,10,0,0.0
7f94a6d0-492f-40bb-81cc-92db6d83b83f,agents,2026-02-02 16:17:33.952713+00:00,27.0,8.0,0.2962962962962963,1.0,0.8235294117647058,True,False,True,False,True,True,True,False,True,False,False,False,False,1203,d4f11cc3-1c96-4c93-8ba2-bcc0d05b542d,2026-02-02,3.332204510175204,7.093404625868766,9,1,0.1111111111111111
25e8a52f-192d-4319-b84e-62aa61f90313,agents,2026-02-05 14:02:47.517306+00:00,8.0,0.0,0.0,0.0,0.0,False,False,True,False,True,True,False,False,True,True,False,False,True,965,c7952157-2a27-45fa-92ed-25c30643598c,2026-02-05,2.1972245773362196,6.873163834212518,5,0,0.0
98788a56-5c75-4f4b-8855-400420fc7ead,agents,2026-02-04 02:21:00.132775+00:00,13.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,1678,d1b2c2d7-05f3-4bf3-8543-718f953fe9a5,2026-02-04,2.6390573296152584,7.425953657077541,9,0,0.0
a4f6cdf3-f2ba-419f-83f0-1e19ec15f5ad,agents,2026-02-02 07:45:22.980287+00:00,8.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,True,1487,1fa0ba88-8bb9-46df-ba20-34f028d596dc,2026-02-02,2.1972245773362196,7.305188215393037,6,0,0.0
2420adb8-929f-4f70-8b4a-d34c4c5514a3,agents,2026-02-02 21:22:23.922805+00:00,14.0,5.0,0.35714285714285715,1.0,0.0,False,False,True,False,True,False,False,True,True,False,True,True,True,124,1f7741e0-85f9-4c9e-8b20-504099056f80,2026-02-02,2.70805020110221,4.8283137373023015,7,0,0.0
d0f786c9-5f35-41a8-8011-3f877bc6d68c,agents,2026-02-05 08:50:00.292730+00:00,5.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,True,True,True,False,True,True,583,492d5a97-d7a6-490e-8ed3-b9429db21575,2026-02-05,1.791759469228055,6.369900982828227,4,0,0.0
71427c0d-e72d-472f-8f18-2f45fffc2fff,agents,2026-02-06 22:03:11.792493+00:00,6.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,2493,68b9b309-2250-47a3-9010-89b982ac492d,2026-02-06,1.9459101490553132,7.821643126239982,6,0,0.0
77c4bd56-8c74-4b33-9d0c-9436e6f9d056,agents,2026-02-03 19:31:16.881202+00:00,53.0,6.0,0.11320754716981132,1.0,0.38095238095238093,True,False,True,False,True,False,False,False,False,False,False,False,False,2062,a4eec856-0918-4974-8925-343b3079fdb9,2026-02-03,3.9889840465642745,7.631916513071252,15,1,0.13333333333333333
f4ceebbe-6ea5-491b-b239-4157683c5095,agents,2026-02-06 05:30:13.723913+00:00,8.0,3.0,0.375,1.0,0.8571428571428571,True,False,True,False,True,True,True,True,True,True,False,True,True,1326,5e0a63bd-0eb5-4a25-92b6-1d29126acd6a,2026-02-06,2.1972245773362196,7.190676034332207,4,0,0.0
4c2c0151-c03d-45e3-af56-09be0b569f32,agents,2026-02-04 07:53:56.365789+00:00,8.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,True,False,True,False,True,True,True,446,332d5c36-206e-4019-90cd-8abeaa2a091e,2026-02-04,2.1972245773362196,6.102558594613569,6,0,0.0
8b1be39e-54a2-4dd4-be58-ac6f761667b3,agents,2026-02-03 00:10:30.058434+00:00,16.0,0.0,0.0,0.0,0.0,False,False,True,False,True,True,False,True,True,False,False,True,True,209,1dc69852-3ddd-406e-a775-5607c3f370ba,2026-02-03,2.833213344056216,5.3471075307174685,3,0,0.0
fb8a3844-4c15-40f8-8984-0deb9f31ff66,agents,2026-02-06 15:54:49.747463+00:00,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,1044,fa49e67d-54a7-4924-9158-f14818fa59dc,2026-02-06,0.0,6.951772164398911,0,0,0.0
035709f9-c76b-47a1-9d84-45a552f035ce,agents,2026-02-07 04:24:29.074035+00:00,6.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,485,15069e47-a329-4ae1-a0b1-9dcaab3dd1c6,2026-02-07,1.9459101490553132,6.186208623900494,6,0,0.0
1720ee0f-4a9c-4a74-aed5-6cc56661dd90,agents,2026-02-05 13:05:34.278636+00:00,6.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,1779,fce63d9a-272d-4b0d-b041-4959d6e5b3f4,2026-02-05,1.9459101490553132,7.484368643286131,4,0,0.0
65164835-2d28-4ee9-9151-1696efb0f659,agents,2026-02-07 08:56:08.961440+00:00,5.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,True,True,False,False,True,True,1679,102fcb32-5845-4d6e-8885-d3adf7b0638a,2026-02-07,1.791759469228055,7.426549072397305,5,0,0.0
25ac006c-6c91-432f-a2d8-0142b1e523b1,agents,2026-02-02 18:31:15.182326+00:00,10.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,True,True,1068,1ac3d4e4-49e6-4fb1-b368-c842a4c55264,2026-02-02,2.3978952727983707,6.974478911025045,10,0,0.0
8e495b1f-dcd5-4998-a3e0-df749ceb9d6f,agents,2026-02-05 10:30:47.142081+00:00,6.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,5398,4ec17684-10b7-47a3-8132-d35d152708bd,2026-02-05,1.9459101490553132,8.593969030218288,4,0,0.0
91f8fbb6-14b7-4479-9b53-a78bab0e1d89,agents,2026-02-02 04:37:00.381473+00:00,9.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,True,True,True,False,True,True,1080,1fa0ba88-8bb9-46df-ba20-34f028d596dc,2026-02-02,2.302585092994046,6.985641817639208,6,0,0.0
d8675f33-9ff5-40e3-9f4b-1c60c9bdf33c,agents,2026-02-08 04:27:09.389102+00:00,5.0,0.0,0.0,0.0,0.0,False,True,True,False,True,True,False,False,True,False,False,False,False,584,8c34d812-eaf1-414f-8f54-60545033c15e,2026-02-08,1.791759469228055,6.371611847231857,5,0,0.0
7749d4cc-5d1b-411c-93bd-bd65dda5f086,agents,2026-02-08 12:27:25.814712+00:00,14.0,7.0,0.5,1.0,1.0,True,False,False,False,False,True,True,False,True,False,True,True,True,216,277eee58-7b26-4e9c-9458-4a5d4ae9780c,2026-02-08,2.70805020110221,5.37989735354046,5,0,0.0
12a5ba2f-2d9d-4923-ab0b-4518b2c706e0,agents,2026-02-02 11:01:47.298558+00:00,7.0,1.0,0.14285714285714285,1.0,0.4,True,False,True,False,True,False,False,False,False,False,False,False,False,888,c7952157-2a27-45fa-92ed-25c30643598c,2026-02-02,2.0794415416798357,6.790097235513905,4,0,0.0
ef8f69f8-f2f0-4477-8403-67d6d5c571d8,agents,2026-02-02 19:52:31.413594+00:00,14.0,1.0,0.07142857142857142,1.0,0.16666666666666666,True,False,True,False,True,False,False,False,False,False,False,True,True,5055,f75b8b7c-b461-4acd-92fc-90e9b8cb1724,2026-02-02,2.70805020110221,8.528330935826693,11,0,0.0
2856b746-ef06-4dd9-b991-533a65e9f3bf,agents,2026-02-04 21:00:03.369757+00:00,8.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,211,db7b31e5-835f-4b1b-b64b-68a5b3193579,2026-02-04,2.1972245773362196,5.356586274672012,4,0,0.0
5cb919c0-58a1-4cb3-8373-09ea6c52766b,agents,2026-02-02 16:42:19.138564+00:00,13.0,5.0,0.38461538461538464,1.0,0.8333333333333334,True,False,True,False,True,False,False,True,True,False,False,False,False,286,edd5e413-cb86-4d55-889e-66a0f08490a2,2026-02-02,2.6390573296152584,5.659482215759621,7,0,0.0
2964d03d-88d8-4663-86bb-c239248171d7,agents,2026-02-01 15:16:26.894475+00:00,5.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,866,30b91a68-f862-4e61-a0af-8de4b8ff0a26,2026-02-01,1.791759469228055,6.7650389767805414,2,0,0.0
92e3d47c-ff05-451e-8f20-84e1654d56e4,agents,2026-02-07 17:44:14.884378+00:00,6.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,True,True,False,False,False,False,203,277eee58-7b26-4e9c-9458-4a5d4ae9780c,2026-02-07,1.9459101490553132,5.318119993844216,6,1,0.16666666666666666
b3221f16-f73c-4144-9e37-1ac7613bf075,agents,2026-02-02 09:21:28.750364+00:00,5.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,ef917985-9e0f-42cb-9eae-c4bcbabb8534,2026-02-02,1.791759469228055,0.0,2,0,0.0
7b5e272c-7651-4244-b2f8-8fe44e48a7a7,agents,2026-02-01 08:00:28.675416+00:00,7.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,823,3218d167-5625-4e17-a1ac-beaf1f48c7d7,2026-02-01,2.0794415416798357,6.714170529909472,4,0,0.0
b65c90a0-8196-4533-8ebc-f4e5b7f0555f,agents,2026-02-03 12:02:30.869074+00:00,8.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,206,1dc69852-3ddd-406e-a775-5607c3f370ba,2026-02-03,2.1972245773362196,5.332718793265369,6,0,0.0
9c7d0388-b5a5-44ae-a508-f0e18e57de74,agents,2026-02-02 06:36:05.556149+00:00,6.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,True,True,False,True,True,35,efc7a3d5-e4c9-4db8-85b0-16c4b735ecee,2026-02-02,1.9459101490553132,3.58351893845611,4,0,0.0
0618b36a-45ce-49fb-847e-032eef4127fa,agents,2026-02-02 00:53:05.431700+00:00,6.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,482,fa303b8c-d4b0-4d85-aa95-9951559c9543,2026-02-02,1.9459101490553132,6.180016653652572,3,0,0.0
98c18d5a-c671-4dc5-b503-b03362a4278b,agents,2026-02-07 16:47:12.721582+00:00,7.0,0.0,0.0,0.0,0.0,False,True,True,False,True,False,False,True,True,False,True,True,True,131,5d8b3d2e-c9e2-4476-b8b6-41d0d2304da4,2026-02-07,2.0794415416798357,4.882801922586371,4,0,0.0
b58485e1-579b-4197-99bf-1bb4481f6d71,agents,2026-02-05 13:11:40.524451+00:00,5.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,True,2672,d612f050-2b74-48c5-a7d2-07b7cccf780c,2026-02-05,1.791759469228055,7.890956716138919,4,0,0.0
a534bda8-0b5c-4cc3-abaa-f5fb9942436c,agents,2026-02-04 18:09:51.483202+00:00,9.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,True,True,196,1f7741e0-85f9-4c9e-8b20-504099056f80,2026-02-04,2.302585092994046,5.2832037287379885,6,0,0.0
54913fbe-6ca0-4295-ab84-aadc23c7454c,agents,2026-02-03 13:21:39.828809+00:00,10.0,0.0,0.0,0.0,0.0,True,False,True,False,True,False,False,False,False,False,False,True,True,800,c10f3f97-e806-4f91-a7c4-a1faf89cd77d,2026-02-03,2.3978952727983707,6.68586094706836,6,0,0.0
70e3b3f8-dedc-4db8-b533-5a2a42a8a5a8,agents,2026-02-06 06:22:21.811711+00:00,5.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,375,332d5c36-206e-4019-90cd-8abeaa2a091e,2026-02-06,1.791759469228055,5.929589143389895,3,0,0.0
cc50dd3f-2d7a-42bf-ad68-1bc485fb2634,agents,2026-02-08 14:25:32.855400+00:00,9.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,True,False,True,353,60dae3a3-a21a-4ee7-b4df-298a1fd21a72,2026-02-08,2.302585092994046,5.869296913133774,8,0,0.0
11818ee4-b236-4482-bf9b-396f14fce6c9,agents,2026-02-03 17:22:17.342003+00:00,12.0,5.0,0.4166666666666667,1.0,0.8571428571428571,True,False,True,False,True,False,False,True,True,False,False,True,True,2066,9d8e253d-9394-4aab-a9b7-fb001c7e5d83,2026-02-03,2.5649493574615367,7.633853559681768,4,0,0.0
