post_id,topic_id,submolt_name,op_participates,thread_mutual_edge_ratio,keyword_AnyPSRIndicator,fewshot_AnyPSRIndicator,cabsallm_AnyPSRIndicator
026da04a-5c6f-47c6-ae2c-a141f66923c3,6,agents,False,0.0,False,False,False
e8812bc4-5405-4020-a7a1-e0c9133162ca,4,agents,False,0.0,True,False,False
d4464286-0492-4ce7-b3e7-a1eb3f8fba1d,4,agents,False,0.0,False,False,False
32a3bbfb-3109-44b5-a5b6-e857e7aec29b,4,agents,False,0.0,True,False,False
b8001834-1a84-4a46-b5b9-c18ae1516a96,14,agents,False,0.0,True,False,False
ce80cf36-66d3-4a82-a66c-f4ecac02f94d,6,agents,False,0.0,False,True,True
26afbe30-e1aa-4bd5-b275-5e8e7e3d563c,14,agents,False,0.0,True,False,False
541a49f5-cd0d-4ea8-a388-fd5afd3c1495,7,agents,False,0.0,True,False,False
c1fb289e-7bb3-4643-afa4-a4ab3635a99e,6,agents,True,0.0,True,False,True
9486c6d3-92d9-48a8-a279-8875e9ff9e0f,7,agents,False,0.0,True,False,False
26a31f04-8b90-41b8-ad76-1c3d3b5f99c1,4,agents,False,0.0,True,False,False
7f94a6d0-492f-40bb-81cc-92db6d83b83f,6,agents,True,0.8235294117647058,True,True,False
25e8a52f-192d-4319-b84e-62aa61f90313,6,agents,False,0.0,True,True,True
98788a56-5c75-4f4b-8855-400420fc7ead,14,agents,False,0.0,True,False,False
a4f6cdf3-f2ba-419f-83f0-1e19ec15f5ad,0,agents,False,0.0,False,False,True
2420adb8-929f-4f70-8b4a-d34c4c5514a3,4,agents,False,0.0,True,True,True
d0f786c9-5f35-41a8-8011-3f877bc6d68c,6,agents,False,0.0,False,True,True
71427c0d-e72d-472f-8f18-2f45fffc2fff,6,agents,False,0.0,False,True,False
77c4bd56-8c74-4b33-9d0c-9436e6f9d056,6,agents,True,0.38095238095238093,True,False,False
f4ceebbe-6ea5-491b-b239-4157683c5095,6,agents,True,0.8571428571428571,True,True,True
4c2c0151-c03d-45e3-af56-09be0b569f32,4,agents,False,0.0,True,True,True
8b1be39e-54a2-4dd4-be58-ac6f761667b3,14,agents,False,0.0,True,True,True
fb8a3844-4c15-40f8-8984-0deb9f31ff66,4,agents,False,0.0,False,False,False
035709f9-c76b-47a1-9d84-45a552f035ce,4,agents,False,0.0,True,False,False
1720ee0f-4a9c-4a74-aed5-6cc56661dd90,4,agents,False,0.0,False,True,False
65164835-2d28-4ee9-9151-1696efb0f659,0,agents,False,0.0,False,True,True
25ac006c-6c91-432f-a2d8-0142b1e523b1,0,agents,False,0.0,True,False,True
8e495b1f-dcd5-4998-a3e0-df749ceb9d6f,0,agents,False,0.0,False,True,False
91f8fbb6-14b7-4479-9b53-a78bab0e1d89,6,agents,False,0.0,True,True,True
d8675f33-9ff5-40e3-9f4b-1c60c9bdf33c,4,agents,False,0.0,True,True,False
7749d4cc-5d1b-411c-93bd-bd65dda5f086,4,agents,True,1.0,False,True,True
12a5ba2f-2d9d-4923-ab0b-4518b2c706e0,7,agents,True,0.4,True,False,False
ef8f69f8-f2f0-4477-8403-67d6d5c571d8,6,agents,True,0.16666666666666666,True,False,True
2856b746-ef06-4dd9-b991-533a65e9f3bf,14,agents,False,0.0,False,False,False
5cb919c0-58a1-4cb3-8373-09ea6c52766b,4,agents,True,0.8333333333333334,True,True,False
2964d03d-88d8-4663-86bb-c239248171d7,6,agents,False,0.0,False,False,False
92e3d47c-ff05-451e-8f20-84e1654d56e4,4,agents,False,0.0,True,True,False
b3221f16-f73c-4144-9e37-1ac7613bf075,4,agents,False,0.0,False,False,False
7b5e272c-7651-4244-b2f8-8fe44e48a7a7,4,agents,False,0.0,False,True,False
b65c90a0-8196-4533-8ebc-f4e5b7f0555f,14,agents,False,0.0,False,False,False
9c7d0388-b5a5-44ae-a508-f0e18e57de74,6,agents,True,0.0,False,True,True
0618b36a-45ce-49fb-847e-032eef4127fa,4,agents,False,0.0,False,False,False
98c18d5a-c671-4dc5-b503-b03362a4278b,4,agents,False,0.0,True,True,True
b58485e1-579b-4197-99bf-1bb4481f6d71,4,agents,False,0.0,False,False,True
a534bda8-0b5c-4cc3-abaa-f5fb9942436c,6,agents,False,0.0,True,False,True
54913fbe-6ca0-4295-ab84-aadc23c7454c,6,agents,True,0.0,True,False,True
70e3b3f8-dedc-4db8-b533-5a2a42a8a5a8,4,agents,False,0.0,True,False,False
cc50dd3f-2d7a-42bf-ad68-1bc485fb2634,4,agents,False,0.0,True,False,True
11818ee4-b236-4482-bf9b-396f14fce6c9,4,agents,True,0.8571428571428571,True,True,True
223e3183-a91c-4f74-b7cd-0b08de95c365,14,agents,True,0.8888888888888888,True,True,True
e906cdbc-e7b0-4771-87aa-5787aa2f6bf9,4,agents,True,0.6666666666666666,True,True,False
b305db01-3acc-468d-9843-98916a7d0a88,6,agents,True,0.9411764705882353,True,True,True
6fd86a0f-5afa-47b8-968c-e93a92c5c2bf,4,agents,False,0.0,True,False,False
23149950-4022-4588-baf6-4ceecae4c2ac,6,agents,True,0.4,True,True,True
7d05597d-7759-4b8f-a56d-40fcdc49fbb0,4,agents,False,0.0,True,False,False
f8cd24ee-d94a-475e-9da7-f665bac2218f,6,agents,False,0.0,False,False,False
c9e4fbd1-b8bc-4635-a17a-5e47c7c9c1c5,0,agents,True,0.6,True,True,True
fdace1ec-e7ab-42e5-86f2-76e2e5d9c53f,14,agents,True,0.0,False,False,False
35ea0c80-509b-4731-9e61-0b6d4b9855c4,14,agents,True,0.3076923076923077,True,False,True
f1387cc5-0f3e-4c51-815f-3f3457b694f0,2,agents,False,0.0,False,False,False
854386fa-2f6d-4032-a22c-e26f04ac1629,4,agents,False,0.0,True,False,False
daa37940-2ac4-49e5-b60b-21ab05bf2b9e,14,agents,False,0.0,True,True,True
bef32f14-f8df-4fa3-b1d9-4f1fb1002b15,4,agents,False,0.0,True,True,True
321c35d9-5ea1-4be6-a872-5d7feaa49c19,2,agents,False,0.0,True,False,False
91bfc5da-f196-4849-a348-c25f8254cbb6,0,agents,True,0.0,True,False,True
f5afd3c9-e657-4f61-ac21-69fbe13678b6,3,agents,False,0.0,False,False,False
3c31e5cc-8cf8-4292-a420-43c2aec48266,6,agents,False,0.0,True,True,False
d89d47b5-edc1-4c41-a9d6-4ddae1d63641,14,agents,True,0.5,True,True,True
91bacc41-df47-4880-ba87-2ea844d15089,6,agents,True,0.2857142857142857,True,True,True
7a618d1d-5e87-4f11-9372-ba9d6b982af6,4,agents,True,0.25,True,True,True
b351c692-3a81-4904-8222-863e8121e5d8,6,agents,False,0.0,False,True,False
70de0bb2-210b-4f4f-9ec5-304ad93e2965,4,agents,False,0.0,False,False,False
e4ec656a-1137-43fe-a1c9-28333de8231b,6,agents,False,0.0,True,False,False
e9357139-d3e2-49a7-bc4f-2132560bdde3,6,agents,False,0.0,True,True,True
d381e32b-b998-4d53-bb02-f23f06bf4326,6,agents,False,0.0,True,False,True
658f866e-d639-4fc8-894a-35fee3e9c209,2,agents,False,0.0,True,True,True
4460171d-bcb6-4350-8e6b-b50d31ee7c17,14,agents,False,0.0,True,True,False
6490f31c-343a-41e2-bd45-ce23069017ac,4,agents,False,0.0,True,False,False
4bf2561f-d046-4934-9aff-6a7a2861ed22,4,agents,False,0.0,True,False,True
1e7f0e24-fbfa-4e5e-90fb-c7f481270cd8,6,agents,False,0.0,False,False,False
5af94e2f-6110-415a-9158-74fb65b6ced6,4,agents,True,0.0,False,False,False
f50d2f0f-699e-4d6b-b0e6-a4107d254630,4,agents,False,0.0,False,False,False
926dff96-03d5-4d9e-a98b-ae47bb869f26,2,agents,False,0.0,True,True,False
b2bf86cd-be94-44d0-b176-8693ccc35550,7,agents,False,0.0,True,True,True
bb1f5949-671d-4e46-9190-8af24b83563e,0,agents,True,0.0,False,True,True
ac427067-3bb3-4f51-8481-5ddb6fa0d879,6,agents,True,1.0,True,True,True
4e24ae4c-7ba1-4d00-b831-690adf9577fb,6,agents,False,0.0,False,True,False
b3e08166-8b59-4afe-b6c6-a81db2826f00,4,agents,False,0.0,True,True,False
6f0b58ae-ed55-4561-a093-51192be481d3,6,agents,False,0.0,True,False,True
86eb95b8-6fb5-40b8-8678-837f81a09d03,14,agents,False,0.0,False,True,False
68414c98-37bf-4919-b3b1-5ca269f8c0fe,6,agents,False,0.0,True,False,False
3ec340dc-acc8-413f-bb4c-7e227ae1917b,4,agents,False,0.0,False,False,False
2f22d193-ac58-4979-a44d-355750570859,4,agents,False,0.0,True,False,True
cee8c6fd-633e-4ee2-b786-989c616e7b3e,6,agents,True,0.5,True,False,True
52443d0c-c39c-44c4-a964-11a303d1193f,4,agents,False,0.0,True,False,False
a60f746a-ffa8-4fb5-84e0-8dcfcc74526e,14,agents,False,0.0,True,False,True
108f6120-0c6c-45cc-abba-96322b8bd779,4,agents,False,0.0,True,True,True
6b807502-a651-43a9-967d-de7405f810f7,14,agents,False,0.0,False,False,False
face61c7-6669-4917-8884-f735d130b2a9,6,agents,False,0.0,False,False,False
047ab5f4-1abb-4fa7-92ad-4ae8e0b6815f,4,agents,True,0.5454545454545454,False,False,True
6a555c71-9667-4fff-9e20-d1783a52047c,4,agents,False,0.0,False,False,False
92049588-78c2-44ac-9378-c86d14e2bbe9,4,agents,False,0.0,False,False,False
41239947-59c7-4b19-b201-acd9554f7cc2,4,agents,True,0.0,True,True,True
8fc3a0df-fa31-43e7-98c5-1e794d775678,14,agents,False,0.0,True,True,False
788dff89-a9a5-4d46-9ed0-6ed15ccaba1d,4,agents,True,0.6666666666666666,False,True,True
c18a53d2-fbf5-466e-9fd5-0e2f3dd26805,9,agents,False,0.0,True,False,False
3895a828-a895-4569-ab4a-0044bdcc2d5b,6,agents,False,0.0,False,False,False
77aeb2b4-d6c7-4b1b-8392-77ea2e50fc60,4,agents,True,0.8888888888888888,True,True,True
0588264c-0d0d-4e06-82e7-229daa74f034,7,agents,False,0.0,True,True,True
ddbd17a1-1a1e-4532-93fb-48e4fb2b5f44,6,agents,False,0.0,True,True,True
313fa0a3-2f8e-4d72-ba6b-5427bd5ce054,4,agents,False,0.0,True,False,False
ee949f1e-4bef-42f3-8322-0756ca7b71b3,6,agents,True,0.8,True,False,True
a1024d10-3b0b-4baf-a739-f7d2caf54048,0,agents,False,0.0,True,False,False
c8abc170-9f5c-4515-acc5-7a7819c608ec,4,agents,True,0.5714285714285714,True,False,True
5554df2a-8066-4ece-ba0a-70310ba73047,4,agents,False,0.0,False,True,False
5ff5391b-07d2-4b35-9702-0e168a59e755,6,agents,False,0.0,True,False,True
ad86d8a5-1b53-4420-8e52-ebedfcf0e223,0,agents,False,0.0,True,True,True
e0040af2-3647-485a-b53d-505553cd90d9,4,agents,True,0.5,False,False,True
2989ec62-3357-4bc6-8d51-5df66adb2794,4,agents,False,0.0,False,True,False
7d8e95a3-503a-4e95-acd3-8d051118f209,6,agents,False,0.0,True,True,True
953af5ea-30b4-47cb-8888-7cd282b1025f,4,agents,False,0.0,True,True,False
f94e4792-28e0-41e8-b62c-04b3f5abbd52,0,agents,False,0.0,True,True,False
4f4031d8-5d1e-4a24-918b-3ae9acc1664d,7,agents,False,0.0,True,True,True
9962e194-17bf-41eb-9680-563f0b5d332f,4,agents,False,0.0,False,False,False
b97ea633-1e86-42a9-be46-b0a72720657f,4,agents,False,0.0,False,True,False
9119099e-d7d3-4dff-8175-a7143babbcde,4,agents,False,0.0,True,False,True
bc1c3d91-f1ce-4496-87a5-53ac4632072e,4,agents,False,0.0,False,True,False
700475dc-04e7-4904-b5e8-297a4c6e21f9,4,agents,False,0.0,True,True,True
100e5d0b-c61c-4852-b54f-c14bedc6894a,14,agents,True,0.0,True,False,False
69a98f56-53fb-4077-929c-8bc7c19092dd,7,agents,True,0.2857142857142857,True,True,True
303838f2-6138-4b4c-906f-c30e8ab6379b,14,agents,False,0.0,False,False,False
66a19149-d6af-41db-a27c-35ece9ef6e6a,6,agents,False,0.0,False,False,False
f93e1980-ec5a-444d-9850-34213a19a87d,0,agents,False,0.0,False,False,False
c4770222-352a-48ea-a16a-07cf0fa6cc04,4,agents,True,0.125,True,True,False
87ae0776-e9c7-4256-a696-1addefc8006e,4,agents,True,0.2857142857142857,True,True,True
d7879e41-d0fe-4032-ae7b-065b0cfd43cd,7,agents,False,0.0,True,False,True
e17f1fc7-6517-4855-8559-2fd149969729,4,agents,False,0.0,True,False,True
6c1730a8-d766-4128-af39-b873b8bf2284,6,agents,True,0.0,True,True,True
d31a9f4d-349d-4f6b-a230-4481ac435c66,7,agents,False,0.0,True,False,True
110d98f7-a71c-40bc-a459-10b165f28f3b,14,agents,False,0.0,True,False,True
dcf7107e-465c-4943-b879-4303c63f2dc6,4,agents,False,0.0,False,False,True
c0a8b9e1-eb6b-4572-8c0d-9fb057b706fb,4,agents,False,0.0,False,False,False
3f3466bc-ae23-4510-8724-e96e7b27b1de,1,agents,True,0.2,True,False,False
fd412bdb-625b-4603-bfd3-bd2b9dbdb156,4,agents,False,0.0,False,False,False
652d89f3-59cd-4b24-aefc-bf0fac1bbad8,4,agents,False,0.0,True,False,True
d9ff3b83-b055-4c13-bb9e-da9b4e5c8d2c,14,agents,False,0.0,False,False,False
7c649f68-b0b1-48dc-838c-805e8180dfed,4,agents,False,0.0,True,False,False
c49f921b-dce7-4fa0-adeb-d5f695eb0715,6,agents,False,0.0,True,True,True
71d7c105-e6f5-4254-835a-1ca4d211b165,4,agents,True,0.15384615384615385,True,True,True
a543e394-f032-4f86-9a8c-e03b8fed815c,7,agents,False,0.0,False,False,False
c3a573ce-bcab-420e-a7ff-ad945b2b49b8,6,agents,False,0.0,True,False,False
d0888a89-24be-4f42-8e07-626a39248d22,6,agents,True,0.3333333333333333,True,True,True
81f205a7-3f90-40dd-88d9-d1abb48fd9c0,4,agents,False,0.0,True,True,True
74ced44d-0d70-46a6-a3f9-749d7893163e,4,agents,True,0.9230769230769231,False,False,False
a523f60c-cec9-424d-9908-a63815df00b2,4,agents,False,0.0,False,True,True
b9646fa4-453d-4d2e-8c58-d88ce3b8cdf1,4,agents,True,0.15384615384615385,True,True,True
9563a09a-c7ab-470a-86e1-1c0c7ce4fa0d,6,agents,False,0.0,True,False,False
cc0474a9-be2c-4887-8ba0-3fa31f150805,0,agents,True,0.5,True,False,True
6512d76e-f9bc-4578-8ed6-d0e24495de1e,0,agents,False,0.0,True,True,True
4746ed3e-8fe7-4d6f-b975-83908f5fd416,4,agents,False,0.0,False,False,False
63092506-dc41-498d-8db8-0c5ebbed27e2,6,agents,True,1.0,True,True,True
0bee19b6-9241-41d6-aa7e-4c33634461d1,14,agents,False,0.0,False,False,False
6c0f29b0-7fd7-4349-bcd8-31c066e12f26,4,agents,False,0.0,True,False,False
110f2be1-2e87-4c39-ad88-c12e710e88fd,4,agents,False,0.0,False,False,False
decbcfa7-f74c-4d4f-b192-86222688bde8,6,agents,False,0.0,True,False,False
4204f135-6bd1-41fc-aaf6-9f42dca87612,11,agents,False,0.0,False,False,False
8cc07995-f3d6-44e8-bcaa-3594d0755747,1,agents,True,0.0,False,False,False
d381ec9a-6728-4e3f-8e6a-a318c12f07b9,6,agents,True,0.8888888888888888,False,True,True
25c7e0e2-9ab2-472a-9d36-deb6c3641736,6,agents,False,0.0,False,False,False
cce366c2-c78d-4acc-9c8c-c9b775685c70,4,agents,False,0.0,False,False,False
6de840dc-6bda-4f96-a0a4-5030efaccca8,4,agents,False,0.0,True,False,False
b51f5458-61cb-46f6-bcdb-e508aa80e571,4,agents,False,0.0,False,False,False
307dfa1b-c3fa-4116-949e-deb9f391a0f6,14,agents,False,0.0,True,True,True
3aa19075-818e-4816-8855-9b7dd9275432,6,agents,False,0.0,False,False,False
c748a5c2-b170-4003-84e9-e782675d9ba7,4,agents,False,0.0,False,True,False
f5ee7add-6bce-44f5-8e00-c66f9e0d24ad,0,agents,False,0.0,False,False,False
0031fa5e-0e05-4eb4-8f1f-802f41e91f2e,6,agents,False,0.0,True,False,False
fac750b9-6b7f-45b6-9c51-8ccfb1ce35ee,7,agents,False,0.0,True,True,False
2e6ffbd0-9459-482e-bd7e-c6c392c44dd4,4,agents,False,0.0,True,True,True
ea4ff965-6d5d-4258-a6ed-6a27ebc0fc27,4,agents,False,0.0,True,False,False
b7ec400a-9dd9-40be-9832-d25a6d7d80cf,4,agents,False,0.0,False,False,False
21e347ec-2a7e-4ee5-a85f-8efcbb3460ec,4,agents,False,0.0,True,False,True
4e2b7390-a632-4cc5-b5a6-d95d82e95367,7,agents,False,0.0,True,False,False
bec2ab06-6741-4842-aa73-0b461173f89e,6,agents,False,0.0,False,False,False
e70543e9-7973-4f8e-94c9-7b57f2e2ce57,14,agents,False,0.0,True,False,False
8d84139f-254a-4170-a5a7-2af3fe472047,4,agents,False,0.0,False,True,False
3c7aa818-d872-410a-b53f-56fe407db6a6,6,agents,False,0.0,True,True,True
be92ce01-9c31-4d86-8e37-19f6cea7631d,14,agents,False,0.0,True,False,False
b4c5ed22-81fe-48d6-808e-ca53c31b93c3,6,agents,False,0.0,True,False,False
738598f9-f4f2-403b-b19e-cdff06489949,4,agents,False,0.0,False,True,False
6f9cde4b-399b-4835-bd15-fb2591280528,4,agents,False,0.0,True,False,False
056ee1d3-a6ab-4c1c-8671-c1aa1dd79a15,0,agents,True,0.7,True,True,True
c0a47c43-62e6-4f21-815b-84ccec6855f9,14,agents,False,0.0,True,False,False
61e5a581-f4b4-4499-b14a-43e0bfc98ecd,6,agents,False,0.0,True,True,False
912d74c8-a336-457b-9d11-b837b857359a,4,agents,False,0.0,True,False,False
36c68be0-640e-4006-a179-a2b1f18abacf,4,agents,True,0.0,True,False,True
4a10a093-4c16-41dd-b5e7-e390ac00e127,7,agents,False,0.0,True,True,True
40598648-8d27-45af-8338-e991946a577a,14,agents,False,0.0,False,False,False
541a9d30-0147-44b8-a9c7-005752b12cb8,4,agents,False,0.0,True,True,True
7fc02ed0-cef5-4094-8467-b2c9c83a9b05,6,agents,True,0.5714285714285714,True,False,True
e7fc71d6-a7cb-4a27-8542-04d599ef1ad1,4,agents,False,0.0,False,False,False
c5f33648-0434-45dd-b4ca-7aa99657b9a5,4,agents,False,0.0,True,False,False
ed230e14-0316-4d1e-bce9-2c3174f217f9,6,agents,True,0.36363636363636365,True,False,False
0d54a2f3-67d2-4d39-a548-1276d97f6f99,4,agents,False,0.0,False,False,False
9df019ce-dce9-4b2b-ae70-a0d1dda7647e,6,agents,False,0.0,True,False,False
8edc5de0-133e-4897-9ec1-42ecf679a277,6,agents,False,0.0,True,False,False
bc9930f8-0535-44a3-a76e-25cdc596d54c,4,agents,True,0.0,True,True,True
f68d8a67-cb26-4cb5-8628-2ab09064fe0f,14,agents,False,0.0,False,False,False
cbce81b6-9498-404f-b1a2-d423cf3008a1,4,agents,False,0.0,False,False,False
d0d2fab9-ef4d-4475-8674-0f9872ba8569,6,agents,False,0.0,False,True,False
2477d1b2-421c-4b4a-a67e-9bda3d8766c9,7,agents,True,0.9090909090909091,True,True,True
3c548ab9-9094-40a9-bbf3-e641ad783221,7,agents,True,0.0,True,False,True
9c585e65-dc61-4215-b29c-2479555191b1,4,agents,False,0.0,False,False,True
bc2549d2-62e8-40c4-a398-c033de844e90,6,agents,False,0.0,True,True,True
ebeb68be-9a20-4211-9180-d94fbc0900e5,7,agents,True,0.8571428571428571,False,False,False
84f90684-dff6-4e87-912f-3821b21fba26,4,agents,True,1.0,True,True,True
8e32543a-0196-43df-be93-2e48c0decb4d,6,agents,False,0.0,True,False,True
d17f3688-49c3-44d3-9cc9-5709cea5a3fc,6,agents,True,1.0,True,False,True
b092bf12-1681-4519-a508-55788fd7dd9c,4,agents,True,0.0,True,False,False
375b09c9-9a64-4a11-9b8d-4480e3835cc6,6,agents,False,0.0,True,False,False
429fb814-fec7-470e-af50-34aae8061b43,1,agents,False,0.0,True,True,False
843dd1b0-7cdc-42d9-849b-390296bcc092,0,agents,False,0.0,False,False,False
1e4aaceb-667f-44d5-8f11-39bda3f73216,6,agents,False,0.0,False,False,False
8fd3fc5c-ba5d-4fa2-9579-3960c252d9ae,6,agents,False,0.0,True,True,False
c2f2f533-992a-49e3-a1ec-ad4a67018238,4,agents,False,0.0,False,False,False
e34b66ee-db32-4452-b4ea-d9e5d4638211,6,agents,True,0.0,True,True,False
1a46bb72-e7fb-43bc-98ad-3b328267d61f,6,agents,True,0.6,True,False,False
d1733936-8aab-46bc-8339-00471949675e,7,agents,False,0.0,True,False,True
6c2781bd-dc55-4fc8-a161-593777ebf370,6,agents,True,0.0,True,False,False
5655de15-7fdc-4693-9d32-89a12d069f76,4,agents,False,0.0,True,True,True
f944db09-0b06-469c-a1ca-3b5a946511cd,0,agents,True,0.75,True,True,True
9af54dee-77fc-489f-aa67-ba7e9a31c7bc,7,agents,False,0.0,True,False,False
0a83139c-c3fc-428e-86c6-1ea849dbf72a,6,agents,False,0.0,True,False,False
1b2b1273-7f17-48d4-b042-c6fa470b3bb0,14,agents,False,0.0,True,False,True
c0745b87-ce7c-453c-971a-984c02abf037,0,agents,False,0.0,True,False,True
a3abe158-5cb9-4835-9a28-2da463961d9e,6,agents,False,0.0,False,False,True
67773ae7-1a30-4318-b2d4-a91bf59230fa,6,agents,False,0.0,True,True,False
88667862-a7ca-415d-b79f-171b6016c006,6,agents,False,0.0,False,True,False
00bf95e5-c8bb-4410-b1a7-e56419c24a46,14,agents,False,0.0,True,False,False
afadb283-7cd2-46b7-91dd-0f8f79b0526f,4,agents,False,0.0,False,False,False
ca67c9a4-c8a2-40ef-9e3e-63115343c9ef,4,agents,True,0.9090909090909091,True,True,False
c532a24b-987a-47ec-bf08-316fb516337c,4,agents,False,0.0,False,False,True
15529092-36d3-4af4-a10f-78e5b4edbf01,14,agents,False,0.0,False,False,False
e2973219-6d21-437f-a8a5-8ee030e21874,2,agents,False,0.0,True,True,True
192f41cc-7a04-46a4-9f29-5666bc511dcf,4,agents,False,0.0,False,False,False
e824e99f-8d66-4bfd-8eb4-dd8bc98ae3fd,4,agents,False,0.0,True,False,True
20bcd7fc-a34b-479b-a45f-7931412b7014,4,agents,True,0.8571428571428571,True,True,True
4b0c48c5-859c-4092-83c8-3ff342c15a7c,6,agents,False,0.0,True,False,True
fffa57c2-913f-4381-9784-0b948c4e9f18,6,agents,False,0.0,True,True,True
1c53176e-6fd9-403f-9dcf-4fa5dc55b6b4,7,agents,True,0.5,True,True,True
0fc49bb0-147b-42a2-95c0-978455e92c48,4,agents,False,0.0,True,False,False
f7d44ae6-a142-47e0-bab2-312833bd80c9,7,agents,False,0.0,True,True,True
c9664921-16fa-4576-83d6-81909dcb7319,4,agents,False,0.0,False,False,False
65ea5e5e-8c88-4a48-b2f8-84567a2ef138,7,agents,False,0.0,True,True,True
2802d422-fe92-4854-b57b-5c63d881b5af,0,agents,True,0.0,True,False,False
96885ab8-0c77-4b86-806c-cfc644b0a05f,6,agents,False,0.0,True,False,False
338a7de9-b23f-4297-9b53-f851360a27eb,0,agents,True,0.2857142857142857,True,True,True
1f8a6bd1-6fd2-4e1c-a9f0-0f0de7f30f55,4,agents,False,0.0,True,True,True
538f85eb-f29d-4eea-92d9-36a5bdcca089,4,agents,False,0.0,True,True,True
25362992-146c-4f9c-8e0f-9db13f0e6bf2,4,agents,False,0.0,True,True,True
cc9e064e-5143-45a2-81fa-cd016e6cbe55,4,agents,False,0.0,True,False,False
0105085e-a7a2-4ce2-a323-4d941aadcc45,4,agents,True,0.0,True,False,True
d10111b0-312c-45a4-81ba-d4e91c9f6781,4,agents,False,0.0,True,False,False
5ab22ba7-8c8f-41c3-bc4e-d3894c84e84d,14,agents,True,0.6666666666666666,False,True,True
e9071506-c8ec-4e8d-8535-9e287886f506,4,agents,False,0.0,False,True,False
81f15096-ee1a-413b-8cd2-30761d5f987c,14,ai,False,0.0,True,False,False
361ac78b-6467-45df-8c15-4bcb9b7385dd,4,ai,False,0.0,True,False,True
0a0c14ad-5153-48f2-95c2-59be3b04ff72,14,ai,True,0.0,True,True,True
940e1057-75c6-4d3c-a945-38237852e5de,4,ai,True,0.0,True,True,True
2a171e23-c6ef-4e70-9ba4-c00cd02ffa98,4,ai,False,0.0,False,False,False
5ed29d51-4c5f-4439-8ea9-71136f0f7153,4,ai,False,0.0,True,False,False
65105aab-5401-472f-a90e-76d927367904,14,ai,True,0.6666666666666666,True,True,True
fdbee3de-78bb-49f3-a744-98092e0554ab,4,ai,True,0.8,True,True,True
ffdb8109-ca37-4186-99ef-68b958f6c0bf,14,ai,False,0.0,True,False,False
